secs,x
0.06224,4.3198
0.06225,3.1794
0.06226,5.3434
0.06227,5.0016
0.06228,5.1356
0.06229,7.529
0.0623,4.9872
0.06231,1.0077
0.06232,-0.20181
0.06233,0.12163
0.06234,3.4187
0.06235,1.6801
0.06236,1.7004
0.06237,3.482
0.06238,5.1443
0.06239,2.5522
0.0624,0.62629
0.06241,-0.8633
0.06242,-3.5861
0.06243,-4.8828
0.06244,2.4189
0.06245,1.9981
0.06246,-2.9599
0.06247,-4.9632
0.06248,-2.378
0.06249,-2.48
0.0625,6.9778
0.06251,-6.3317
0.06252,-4.4427
0.06253,0.10957
0.06254,-0.87154
0.06255,0.72721
0.06256,-4.2844
0.06257,1.5549
0.06258,-3.5856
0.06259,-1.4808
0.0626,1.59
0.06261,-0.56731
0.06262,5.7334
0.06263,2.9796
0.06264,-4.4436
0.06265,1.9359
0.06266,6.3453
0.06267,-3.4951
0.06268,-0.018986
0.06269,1.9427
0.0627,0.9715
0.06271,4.2588
0.06272,2.9395
0.06273,3.4743
0.06274,-3.7415
0.06275,0.75332
0.06276,-5.1157
0.06277,-7.4145
0.06278,0.4356
0.06279,-0.16915
0.0628,-2.8763
0.06281,0.61329
0.06282,-0.43175
0.06283,1.4601
0.06284,-2.19
0.06285,0.87262
0.06286,4.6319
0.06287,-2.736
0.06288,2.1172
0.06289,-1.9072
0.0629,-1.5787
0.06291,-2.8224
0.06292,-1.6989
0.06293,3.3837
0.06294,2.6197
0.06295,-1.3752
0.06296,1.0033
0.06297,1.4589
0.06298,0.25593
0.06299,-4.9632
0.063,-1.6562
0.06301,2.7338
0.06302,-4.3076
0.06303,-3.7904
0.06304,6.7267
0.06305,2.4915
0.06306,-1.9722
0.06307,4.2134
0.06308,2.0112
0.06309,1.9846
0.0631,-2.6463
0.06311,8.4905
0.06312,2.0241
0.06313,-1.9868
0.06314,1.6544
0.06315,1.7254
0.06316,2.5818
0.06317,1.505
0.06318,0.45432
0.06319,0.50532
0.0632,-3.4255
0.06321,1.509
0.06322,1.592
0.06323,-0.6636
0.06324,-3.4878
0.06325,2.4697
0.06326,1.8314
0.06327,0.61789
0.06328,-0.72759
0.06329,0.03974
0.0633,-0.57629
0.06331,-0.029452
0.06332,-0.029419
0.06333,0.4842
0.06334,1.0443
0.06335,0.95111
0.06336,-3.2182
0.06337,0.011392
0.06338,-0.023459
0.06339,-5.7113
0.0634,-4.5157
0.06341,-4.1733
0.06342,-4.3059
0.06343,2.7746
0.06344,0.64466
0.06345,0.66839
0.06346,-0.39078
0.06347,1.6004
0.06348,1.0736
0.06349,0.10866
0.0635,-0.49832
0.06351,2.1581
0.06352,-1.4468
0.06353,0.3353
0.06354,-1.283
0.06355,-2.3215
0.06356,3.7915
0.06357,1.9833
0.06358,-3.7261
0.06359,2.4298
0.0636,-0.21676
0.06361,-2.1664
0.06362,-2.5757
0.06363,7.6685
0.06364,1.8155
0.06365,2.5923
0.06366,0.4845
0.06367,0.0078016
0.06368,-0.13703
0.06369,-5.9316
0.0637,-0.30187
0.06371,0.6053
0.06372,-0.93046
0.06373,0.7869
0.06374,0.77502
0.06375,3.0089
0.06376,2.056
0.06377,-1.8879
0.06378,-3.7081
0.06379,0.018785
0.0638,5.057
0.06381,0.10259
0.06382,-0.93744
0.06383,2.7083
0.06384,-0.17108
0.06385,-1.5861
0.06386,0.98099
0.06387,1.6132
0.06388,-3.0501
0.06389,5.8338
0.0639,-2.1082
0.06391,6.2881
0.06392,0.25152
0.06393,1.4508
0.06394,0.79077
0.06395,-2.069
0.06396,0.0094151
0.06397,-0.92456
0.06398,1.5497
0.06399,-3.2346
0.064,1.8952
0.06401,-3.8696
0.06402,-0.81473
0.06403,-3.8422
0.06404,-4.2348
0.06405,-3.9098
0.06406,-1.635
0.06407,-1.6005
0.06408,-4.2873
0.06409,-1.6054
0.0641,-0.30129
0.06411,-2.0149
0.06412,1.7086
0.06413,1.7462
0.06414,-1.6164
0.06415,-1.5266
0.06416,1.8148
0.06417,1.0898
0.06418,-2.5452
0.06419,2.2561
0.0642,1.3773
0.06421,-3.3156
0.06422,-2.2491
0.06423,2.0593
0.06424,4.0306
0.06425,-5.4782
0.06426,-2.4971
0.06427,3.5218
0.06428,4.7602
0.06429,0.7614
0.0643,-4.5312
0.06431,4.2205
0.06432,2.389
0.06433,-5.9622
0.06434,-4.3676
0.06435,-0.10867
0.06436,0.95757
0.06437,4.5749
0.06438,-3.5705
0.06439,-4.1715
0.0644,-1.4648
0.06441,-2.8888
0.06442,0.31408
0.06443,4.2345
0.06444,-3.3958
0.06445,4.1076
0.06446,-8.9296
0.06447,5.0143
0.06448,-0.27086
0.06449,4.6457
0.0645,-2.118
0.06451,-0.9415
0.06452,3.7898
0.06453,-2.3919
0.06454,3.5734
0.06455,-5.5064
0.06456,-4.0179
0.06457,2.1413
0.06458,-1.0737
0.06459,1.1751
0.0646,-1.2626
0.06461,-3.6581
0.06462,-0.88204
0.06463,5.3467
0.06464,1.5782
0.06465,-0.10489
0.06466,2.9819
0.06467,-0.099175
0.06468,0.029841
0.06469,-2.9267
0.0647,-2.0864
0.06471,1.6898
0.06472,1.3007
0.06473,1.3224
0.06474,-2.0659
0.06475,-2.3966
0.06476,-2.1199
0.06477,0.87196
0.06478,-4.2702
0.06479,0.7656
0.0648,9.0124
0.06481,-0.80399
0.06482,0.90494
0.06483,-1.0049
0.06484,-4.2256
0.06485,-0.36368
0.06486,-2.0914
0.06487,-1.5768
0.06488,-1.0488
0.06489,-4.7947
0.0649,-7.4176
0.06491,0.15457
0.06492,-1.326
0.06493,1.207
0.06494,-2.267
0.06495,-3.0026
0.06496,-0.81452
0.06497,-5.5571
0.06498,-1.1579
0.06499,-1.8576
0.065,-4.4926
0.06501,3.8091
0.06502,-3.5834
0.06503,3.4534
0.06504,2.1123
0.06505,3.5801
0.06506,-1.7615
0.06507,-0.27509
0.06508,1.5201
0.06509,2.7046
0.0651,3.4335
0.06511,-2.6032
0.06512,2.4343
0.06513,0.67682
0.06514,1.2065
0.06515,-3.2709
0.06516,0.68441
0.06517,-2.3258
0.06518,5.0491
0.06519,3.9427
0.0652,-2.1546
0.06521,0.17559
0.06522,-0.42754
0.06523,2.6014
0.06524,2.5627
0.06525,2.8913
0.06526,-1.7054
0.06527,-6.4844
0.06528,1.6794
0.06529,-4.7239
0.0653,-2.2692
0.06531,2.4827
0.06532,-0.5912
0.06533,-2.1952
0.06534,2.5263
0.06535,0.076085
0.06536,3.5149
0.06537,1.0776
0.06538,2.161
0.06539,2.4682
0.0654,4.071
0.06541,1.7933
0.06542,-1.8346
0.06543,0.83187
0.06544,2.75
0.06545,-1.4074
0.06546,2.1227
0.06547,2.1279
0.06548,-0.88758
0.06549,0.44326
0.0655,-2.4398
0.06551,-1.1593
0.06552,2.3147
0.06553,1.4777
0.06554,4.1683
0.06555,-1.8461
0.06556,-2.148
0.06557,1.6259
0.06558,4.676
0.06559,1.0125
0.0656,-6.6679
0.06561,2.8905
0.06562,-4.4889
0.06563,-4.6434
0.06564,-1.0573
0.06565,1.2008
0.06566,-2.4187
0.06567,-0.31422
0.06568,-0.67611
0.06569,1.1243
0.0657,0.18115
0.06571,4.6923
0.06572,-5.3372
0.06573,2.6622
0.06574,5.3096
0.06575,-0.90357
0.06576,-2.1386
0.06577,-1.8562
0.06578,-3.0344
0.06579,-0.11477
0.0658,-2.8715
0.06581,0.44214
0.06582,2.5374
0.06583,0.458
0.06584,2.1158
0.06585,5.2686
0.06586,-1.5767
0.06587,0.10371
0.06588,-1.0668
0.06589,-0.35532
0.0659,2.0981
0.06591,-4.3984
0.06592,-0.26138
0.06593,-1.0769
0.06594,-4.8494
0.06595,0.95486
0.06596,-0.57158
0.06597,-2.9309
0.06598,-2.9626
0.06599,-4.7634
0.066,-4.3159
0.06601,0.7989
0.06602,-1.1849
0.06603,-2.2065
0.06604,-2.6571
0.06605,0.26039
0.06606,3.217
0.06607,0.011054
0.06608,1.0205
0.06609,-0.31477
0.0661,4.045
0.06611,-1.6568
0.06612,1.704
0.06613,-0.19535
0.06614,1.3971
0.06615,-4.7653
0.06616,-7.0012
0.06617,-1.8198
0.06618,0.43263
0.06619,1.4733
0.0662,-2.1456
0.06621,0.96977
0.06622,-1.7443
0.06623,-3.6433
0.06624,0.63493
0.06625,-1.7414
0.06626,3.1684
0.06627,-2.9788
0.06628,6.9187
0.06629,-4.3379
0.0663,-4.6973
0.06631,1.3364
0.06632,-4.5986
0.06633,1.0773
0.06634,-4.3287
0.06635,1.4377
0.06636,-0.21401
0.06637,2.0504
0.06638,-0.16922
0.06639,4.3895
0.0664,3.0392
0.06641,-4.9623
0.06642,0.7349
0.06643,-2.9015
0.06644,-1.8228
0.06645,-6.2889
0.06646,-2.3385
0.06647,4.2158
0.06648,0.12449
0.06649,4.0663
0.0665,-4.3663
0.06651,1.3432
0.06652,-3.6011
0.06653,0.88307
0.06654,-1.1632
0.06655,-3.6983
0.06656,-3.6212
0.06657,1.0873
0.06658,-5.7441
0.06659,2.0778
0.0666,-1.6007
0.06661,1.6487
0.06662,0.83608
0.06663,-7.2355
0.06664,8.8897
0.06665,-0.15658
0.06666,-3.7971
0.06667,-2.8819
0.06668,-1.7871
0.06669,-0.69071
0.0667,-1.4095
0.06671,-2.2811
0.06672,6.255
0.06673,0.83272
0.06674,0.80157
0.06675,6.4865
0.06676,-2.1533
0.06677,0.70962
0.06678,-2.254
0.06679,3.0615
0.0668,-0.36213
0.06681,0.6924
0.06682,-2.7197
0.06683,-2.4496
0.06684,6.0782
0.06685,2.2326
0.06686,3.4793
0.06687,1.7877
0.06688,3.2942
0.06689,-0.49853
0.0669,-1.3442
0.06691,-0.32944
0.06692,-1.1551
0.06693,2.7954
0.06694,-2.8807
0.06695,-1.2558
0.06696,3.6324
0.06697,-0.94155
0.06698,-1.1841
0.06699,-1.8043
0.067,5.0787
0.06701,0.29761
0.06702,1.6455
0.06703,1.0353
0.06704,-0.1424
0.06705,1.3089
0.06706,-2.1126
0.06707,-2.5544
0.06708,4.5728
0.06709,1.1637
0.0671,-3.0766
0.06711,-0.72366
0.06712,0.20327
0.06713,2.5989
0.06714,-1.7408
0.06715,4.9414
0.06716,1.167
0.06717,-1.8857
0.06718,3.3101
0.06719,1.9045
0.0672,2.4777
0.06721,-5.2904
0.06722,0.52151
0.06723,-4.7187
0.06724,1.6291
0.06725,-4.9407
0.06726,0.98763
0.06727,-3.1583
0.06728,-0.64248
0.06729,1.1923
0.0673,7.6489
0.06731,-6.4397
0.06732,1.9266
0.06733,-1.2258
0.06734,0.26028
0.06735,-0.56721
0.06736,-4.5075
0.06737,0.082001
0.06738,-4.7272
0.06739,2.9949
0.0674,3.0236
0.06741,-2.0207
0.06742,-0.29582
0.06743,1.4947
0.06744,2.0125
0.06745,0.72519
0.06746,2.4337
0.06747,4.1548
0.06748,-0.28338
0.06749,-2.916
0.0675,-2.4613
0.06751,-1.9239
0.06752,0.51104
0.06753,-1.1033
0.06754,-1.8475
0.06755,-0.65119
0.06756,1.1326
0.06757,3.4245
0.06758,6.1032
0.06759,0.7276
0.0676,-2.4137
0.06761,-0.30912
0.06762,-6.6737
0.06763,0.064211
0.06764,-1.812
0.06765,-1.296
0.06766,1.2057
0.06767,4.4542
0.06768,1.5636
0.06769,-3.0432
0.0677,2.7097
0.06771,-2.7916
0.06772,0.40016
0.06773,0.53897
0.06774,-4.6293
0.06775,1.7596
0.06776,3.5017
0.06777,-0.071484
0.06778,4.2906
0.06779,-1.1875
0.0678,-1.1606
0.06781,-4.7434
0.06782,-1.3087
0.06783,-4.0384
0.06784,1.408
0.06785,2.8058
0.06786,-0.50056
0.06787,5.241
0.06788,0.62934
0.06789,0.36913
0.0679,0.30948
0.06791,4.2817
0.06792,4.0471
0.06793,-0.92317
0.06794,2.2537
0.06795,-3.1873
0.06796,5.5676
0.06797,-0.14185
0.06798,-7.7936
0.06799,-1.5304
0.068,-2.9949
0.06801,3.2332
0.06802,1.6748
0.06803,-1.2472
0.06804,-3.0566
0.06805,1.7647
0.06806,1.165
0.06807,1.122
0.06808,1.8591
0.06809,-2.6914
0.0681,1.5618
0.06811,-1.4999
0.06812,-4.3743
0.06813,4.3917
0.06814,3.6203
0.06815,-2.0423
0.06816,-2.8774
0.06817,0.17938
0.06818,-3.7785
0.06819,-0.52239
0.0682,2.2507
0.06821,-2.1899
0.06822,2.7199
0.06823,-3.4518
0.06824,-1.1183
0.06825,-2.5654
0.06826,4.7257
0.06827,0.9104
0.06828,3.2106
0.06829,8.2826
0.0683,1.275
0.06831,3.3656
0.06832,-2.876
0.06833,3.1146
0.06834,2.4384
0.06835,-0.66397
0.06836,-0.32262
0.06837,-1.564
0.06838,5.2417
0.06839,4.5985
0.0684,3.2646
0.06841,1.2694
0.06842,2.1338
0.06843,-2.8349
0.06844,-4.4376
0.06845,-2.4327
0.06846,-0.56314
0.06847,-6.2694
0.06848,1.2782
0.06849,3.2011
0.0685,4.628
0.06851,-4.1918
0.06852,-0.63524
0.06853,-1.9113
0.06854,2.8597
0.06855,1.9988
0.06856,2.4833
0.06857,-0.52668
0.06858,-5.1526
0.06859,5.5089
0.0686,0.47284
0.06861,-2.1922
0.06862,-2.3946
0.06863,1.144
0.06864,-4.7108
0.06865,-4.418
0.06866,6.452
0.06867,1.7321
0.06868,3.6341
0.06869,-0.98345
0.0687,-4.1105
0.06871,-3.3986
0.06872,1.5125
0.06873,-1.5916
0.06874,-0.93549
0.06875,0.33861
0.06876,0.72451
0.06877,0.58077
0.06878,0.24614
0.06879,-7.7811
0.0688,1.9278
0.06881,-2.7927
0.06882,3.458
0.06883,-0.26874
0.06884,-0.62347
0.06885,-1.0029
0.06886,0.029845
0.06887,0.12595
0.06888,1.0418
0.06889,4.9112
0.0689,0.4829
0.06891,0.87207
0.06892,-1.4039
0.06893,-1.408
0.06894,5.0692
0.06895,0.62661
0.06896,3.8721
0.06897,-0.36628
0.06898,0.10592
0.06899,-6.8269
0.069,0.63147
0.06901,-0.01979
0.06902,5.6277
0.06903,0.73412
0.06904,-1.3368
0.06905,2.6008
0.06906,2.2448
0.06907,-3.4974
0.06908,4.628
0.06909,1.5175
0.0691,-3.238
0.06911,-1.7216
0.06912,0.13227
0.06913,-0.48985
0.06914,-2.2591
0.06915,1.355
0.06916,-1.7973
0.06917,-1.1328
0.06918,-2.7977
0.06919,4.3957
0.0692,5.1038
0.06921,-1.5111
0.06922,2.0623
0.06923,-1.3767
0.06924,2.115
0.06925,-1.7108
0.06926,2.4872
0.06927,-3.8255
0.06928,-5.3855
0.06929,-0.91314
0.0693,0.84355
0.06931,0.088335
0.06932,-1.1686
0.06933,1.7089
0.06934,-3.8028
0.06935,-0.10328
0.06936,3.8332
0.06937,-5.5792
0.06938,-2.5872
0.06939,-0.33429
0.0694,4.5625
0.06941,-3.3429
0.06942,1.5858
0.06943,-1.7882
0.06944,-0.50904
0.06945,0.66891
0.06946,5.5254
0.06947,1.5531
0.06948,-0.89101
0.06949,1.835
0.0695,-1.3269
0.06951,-3.8669
0.06952,-0.26412
0.06953,2.9683
0.06954,2.3625
0.06955,-3.0111
0.06956,1.6145
0.06957,3.0819
0.06958,0.63562
0.06959,-2.3184
0.0696,-1.591
0.06961,6.5328
0.06962,0.2253
0.06963,2.3082
0.06964,0.079174
0.06965,2.7953
0.06966,0.32855
0.06967,-3.7909
0.06968,-2.7325
0.06969,2.2487
0.0697,6.7677
0.06971,0.77467
0.06972,4.0715
0.06973,3.3463
0.06974,5.3228
0.06975,-0.36811
0.06976,-1.0474
0.06977,-3.1013
0.06978,2.682
0.06979,-3.0108
0.0698,-0.18512
0.06981,-2.2306
0.06982,-3.18
0.06983,0.51825
0.06984,2.0786
0.06985,1.3551
0.06986,0.60975
0.06987,-2.4551
0.06988,-0.10447
0.06989,1.499
0.0699,-0.9506
0.06991,0.25571
0.06992,0.89323
0.06993,2.2466
0.06994,-3.3853
0.06995,0.17735
0.06996,2.2507
0.06997,-2.2505
0.06998,-0.15848
0.06999,-2.991
0.07,-2.3895
0.07001,3.3694
0.07002,0.08113
0.07003,-0.31867
0.07004,-1.189
0.07005,3.7382
0.07006,6.6531
0.07007,-1.5872
0.07008,-2.4115
0.07009,-2.2451
0.0701,1.4189
0.07011,0.23213
0.07012,0.79574
0.07013,1.8878
0.07014,0.34828
0.07015,-1.2047
0.07016,-7.091
0.07017,1.3437
0.07018,2.9666
0.07019,-1.2569
0.0702,-1.9627
0.07021,5.2323
0.07022,-3.3635
0.07023,-6.3874
0.07024,-2.2394
0.07025,1.5877
0.07026,5.326
0.07027,-0.64104
0.07028,-0.51785
0.07029,1.0945
0.0703,5.5434
0.07031,6.0335
0.07032,-1.7684
0.07033,-0.68632
0.07034,-0.25718
0.07035,-2.6268
0.07036,3.0701
0.07037,-2.0387
0.07038,-5.5858
0.07039,-1.7287
0.0704,1.2231
0.07041,2.6271
0.07042,-5.1071
0.07043,1.1516
0.07044,-4.4673
0.07045,3.3004
0.07046,0.080469
0.07047,3.8603
0.07048,1.8591
0.07049,4.8086
0.0705,4.3917
0.07051,-0.39239
0.07052,-0.84142
0.07053,-1.3721
0.07054,-3.0628
0.07055,4.9966
0.07056,-1.5093
0.07057,-0.45799
0.07058,-2.5945
0.07059,5
0.0706,0.90698
0.07061,0.7482
0.07062,1.547
0.07063,-4.6799
0.07064,-2.1674
0.07065,-7.5483
0.07066,-2.8955
0.07067,-0.015514
0.07068,7.711
0.07069,-0.77501
0.0707,-0.16369
0.07071,-2.283
0.07072,2.7905
0.07073,4.7906
0.07074,2.6506
0.07075,-3.9865
0.07076,4.9333
0.07077,2.9576
0.07078,-5.8424
0.07079,-0.055143
0.0708,0.048975
0.07081,3.7791
0.07082,-0.045445
0.07083,4.5555
0.07084,1.2103
0.07085,-4.4637
0.07086,2.3752
0.07087,0.6109
0.07088,-2.8015
0.07089,-4.0376
0.0709,-6.5153
0.07091,-2.758
0.07092,-1.8104
0.07093,-4.4409
0.07094,-2.1146
0.07095,2.5932
0.07096,1.0595
0.07097,1.6731
0.07098,-0.70404
0.07099,1.0708
0.071,-3.5732
0.07101,0.36684
0.07102,4.1115
0.07103,1.3353
0.07104,6.7559
0.07105,0.76959
0.07106,0.014559
0.07107,3.5664
0.07108,2.2055
0.07109,0.49257
0.0711,-1.1255
0.07111,-1.8374
0.07112,-2.3754
0.07113,-0.11122
0.07114,3.205
0.07115,3.2438
0.07116,2.2705
0.07117,-8.8395
0.07118,5.2091
0.07119,4.3888
0.0712,-1.4876
0.07121,0.9192
0.07122,1.0533
0.07123,-0.4316
0.07124,6.0243
0.07125,1.4626
0.07126,-0.924
0.07127,1.0009
0.07128,1.5188
0.07129,0.057455
0.0713,3.4107
0.07131,1.6164
0.07132,-4.0127
0.07133,3.8407
0.07134,-1.5821
0.07135,3.242
0.07136,8.4178
0.07137,2.5337
0.07138,3.2371
0.07139,8.1802
0.0714,-2.1429
0.07141,1.7354
0.07142,-0.66549
0.07143,0.42423
0.07144,-6.2035
0.07145,-1.3145
0.07146,0.24628
0.07147,-0.76426
0.07148,0.46637
0.07149,-2.6635
0.0715,-4.0031
0.07151,-1.738
0.07152,-3.4465
0.07153,0.92418
0.07154,-0.38257
0.07155,0.37698
0.07156,0.63597
0.07157,-1.1232
0.07158,-0.91317
0.07159,-8.3319
0.0716,-6.0004
0.07161,-0.50615
0.07162,3.2874
0.07163,5.5769
0.07164,-5.9865
0.07165,-4.3696
0.07166,-3.1952
0.07167,-0.50173
0.07168,-3.9096
0.07169,-1.3108
0.0717,3.3637
0.07171,3.9697
0.07172,-1.686
0.07173,-2.721
0.07174,-1.8891
0.07175,2.2863
0.07176,0.78599
0.07177,-3.2792
0.07178,6.113
0.07179,-7.4896
0.0718,1.9574
0.07181,-2.4143
0.07182,-0.072623
0.07183,-1.1433
0.07184,-4.0108
0.07185,-1.079
0.07186,-6.2304
0.07187,0.83555
0.07188,-1.6465
0.07189,-2.5989
0.0719,-3.3613
0.07191,1.5932
0.07192,0.97105
0.07193,2.4137
0.07194,-1.1508
0.07195,-4.5078
0.07196,-3.3818
0.07197,-0.63192
0.07198,2.1678
0.07199,-2.17
0.072,2.1614
0.07201,3.5122
0.07202,1.9475
0.07203,1.8111
0.07204,-1.2309
0.07205,2.9788
0.07206,1.7076
0.07207,1.6314
0.07208,-0.069273
0.07209,-3.3008
0.0721,0.5291
0.07211,-3.505
0.07212,-6.2429
0.07213,0.52747
0.07214,4.2691
0.07215,5.2124
0.07216,-1.2117
0.07217,3.2816
0.07218,2.1185
0.07219,5.3824
0.0722,-2.1791
0.07221,-2.1708
0.07222,-5.7659
0.07223,-0.22855
0.07224,3.5992
0.07225,-0.66817
0.07226,-2.2818
0.07227,-3.0121
0.07228,5.0428
0.07229,-0.33094
0.0723,0.54634
0.07231,1.5225
0.07232,1.988
0.07233,-9.261
0.07234,-1.0524
0.07235,-3.0686
0.07236,-0.40302
0.07237,1.3987
0.07238,-2.3166
0.07239,-3.7447
0.0724,-0.96758
0.07241,-3.192
0.07242,1.8217
0.07243,-3.4159
0.07244,-1.8359
0.07245,-4.5713
0.07246,-1.4405
0.07247,0.4129
0.07248,-3.4917
0.07249,5.109
0.0725,0.98944
0.07251,-4.6762
0.07252,-0.72643
0.07253,-3.6183
0.07254,-0.70643
0.07255,-0.47584
0.07256,2.0149
0.07257,-2.4977
0.07258,-1.6386
0.07259,3.1042
0.0726,-4.5548
0.07261,1.2131
0.07262,-1.2302
0.07263,-1.5002
0.07264,2.4208
0.07265,-1.674
0.07266,-0.89145
0.07267,-0.82311
0.07268,1.6101
0.07269,-0.34172
0.0727,-0.29493
0.07271,2.0601
0.07272,-4.0489
0.07273,6.789
0.07274,-0.65037
0.07275,6.9836
0.07276,1.283
0.07277,-3.6745
0.07278,-1.3618
0.07279,-0.64106
0.0728,1.906
0.07281,-3.3762
0.07282,2.509
0.07283,-2.4061
0.07284,3.6782
0.07285,0.91716
0.07286,-0.15616
0.07287,-0.70426
0.07288,-2.8106
0.07289,-0.89216
0.0729,4.0519
0.07291,5.2409
0.07292,-3.7163
0.07293,-2.0132
0.07294,1.0332
0.07295,-0.54191
0.07296,5.2333
0.07297,-3.6379
0.07298,-0.39278
0.07299,-4.2093
0.073,0.32698
0.07301,3.7619
0.07302,-8.2946
0.07303,-5.9742
0.07304,3.9431
0.07305,5.5321
0.07306,0.94639
0.07307,-0.0045134
0.07308,3.8755
0.07309,0.0121
0.0731,0.58903
0.07311,1.217
0.07312,-2.0058
0.07313,3.3164
0.07314,1.1731
0.07315,-4.5338
0.07316,-5.2151
0.07317,0.68855
0.07318,0.73738
0.07319,-0.31195
0.0732,-1.2982
0.07321,2.8741
0.07322,-3.1694
0.07323,-1.4262
0.07324,-0.33894
0.07325,-0.88035
0.07326,4.4486
0.07327,-1.8177
0.07328,-0.59518
0.07329,1.9387
0.0733,-1.0147
0.07331,-2.7807
0.07332,0.9962
0.07333,2.0761
0.07334,-3.5493
0.07335,-0.65635
0.07336,-2.9313
0.07337,-3.32
0.07338,-2.0254
0.07339,3.1705
0.0734,-0.65747
0.07341,-1.65
0.07342,0.40831
0.07343,-4.8086
0.07344,-2.9597
0.07345,-1.7802
0.07346,-3.0436
0.07347,-1.8858
0.07348,4.2543
0.07349,-6.9265
0.0735,2.9208
0.07351,-3.143
0.07352,0.66323
0.07353,-0.31134
0.07354,-2.3278
0.07355,-0.57786
0.07356,-2.4231
0.07357,2.7681
0.07358,2.4023
0.07359,1.2866
0.0736,-6.9249
0.07361,-1.2549
0.07362,-0.45948
0.07363,1.3538
0.07364,-10.996
0.07365,0.11863
0.07366,2.3834
0.07367,-2.5239
0.07368,3.6121
0.07369,0.66281
0.0737,0.79201
0.07371,-4.0065
0.07372,-2.4708
0.07373,-2.9458
0.07374,-1.6268
0.07375,1.5633
0.07376,-0.22418
0.07377,3.3554
0.07378,0.30945
0.07379,-3.1517
0.0738,1.182
0.07381,-5.1437
0.07382,4.9747
0.07383,1.5473
0.07384,3.472
0.07385,0.39195
0.07386,-1.016
0.07387,-6.2481
0.07388,0.50101
0.07389,4.6698
0.0739,4.9481
0.07391,-1.9247
0.07392,1.2936
0.07393,1.6921
0.07394,1.397
0.07395,-0.87045
0.07396,-1.9531
0.07397,-3.2545
0.07398,2.2466
0.07399,-3.4264
0.074,-2.4379
0.07401,1.8088
0.07402,1.2668
0.07403,1.8233
0.07404,1.1189
0.07405,1.335
0.07406,4.9014
0.07407,-2.749
0.07408,4.5922
0.07409,5.3354
0.0741,-3.9151
0.07411,-3.1699
0.07412,6.3192
0.07413,-3.8387
0.07414,-1.4106
0.07415,-2.475
0.07416,-0.12194
0.07417,-2.5524
0.07418,0.63783
0.07419,0.1026
0.0742,3.2635
0.07421,-3.6241
0.07422,6.5674
0.07423,1.8649
0.07424,5.3524
0.07425,-2.7279
0.07426,4.1334
0.07427,0.6709
0.07428,-2.5065
0.07429,0.059151
0.0743,4.111
0.07431,3.9875
0.07432,-0.27612
0.07433,1.3281
0.07434,1.2551
0.07435,3.9443
0.07436,-1.6942
0.07437,-2.0794
0.07438,-0.94197
0.07439,-0.9556
0.0744,-3.9888
0.07441,0.15921
0.07442,-2.8778
0.07443,0.50917
0.07444,-2.257
0.07445,3.3925
0.07446,1.2231
0.07447,-4.7204
0.07448,1.9723
0.07449,-0.15869
0.0745,2.3657
0.07451,0.47759
0.07452,1.7093
0.07453,2.699
0.07454,1.6628
0.07455,-1.3464
0.07456,2.1794
0.07457,0.32442
0.07458,3.3954
0.07459,1.007
0.0746,6.6485
0.07461,0.47845
0.07462,6.9021
0.07463,5.4996
0.07464,-0.039236
0.07465,-0.59924
0.07466,0.055437
0.07467,2.1681
0.07468,-3.1878
0.07469,-2.1701
0.0747,-0.87929
0.07471,2.2718
0.07472,0.84944
0.07473,-0.73388
0.07474,2.6794
0.07475,-2.5236
0.07476,-4.665
0.07477,-3.3011
0.07478,-3.0914
0.07479,0.23583
0.0748,5.1249
0.07481,-2.3092
0.07482,0.64449
0.07483,-0.81199
0.07484,3.7557
0.07485,0.57045
0.07486,3.4328
0.07487,1.4343
0.07488,7.0657
0.07489,1.2565
0.0749,-4.4444
0.07491,4.026
0.07492,-2.4235
0.07493,5.0003
0.07494,0.14158
0.07495,-1.6404
0.07496,1.6746
0.07497,-5.0818
0.07498,-0.40374
0.07499,0.75371
0.075,0.98928
0.07501,-0.38374
0.07502,-1.2829
0.07503,0.65309
0.07504,-2.7357
0.07505,1.744
0.07506,-0.31242
0.07507,2.4875
0.07508,0.26909
0.07509,-7.7977
0.0751,-0.61895
0.07511,2.0975
0.07512,4.4852
0.07513,1.1959
0.07514,1.0415
0.07515,1.8373
0.07516,-1.4594
0.07517,1.2905
0.07518,0.58872
0.07519,3.0958
0.0752,-4.6658
0.07521,4.5532
0.07522,-4.9588
0.07523,-1.9072
0.07524,2.2148
0.07525,0.78624
0.07526,0.98575
0.07527,2.4327
0.07528,-3.7219
0.07529,-2.0108
0.0753,-5.7997
0.07531,1.8142
0.07532,4.8599
0.07533,-4.3681
0.07534,0.67459
0.07535,2.6245
0.07536,-0.48533
0.07537,-2.7016
0.07538,-5.2112
0.07539,3.0372
0.0754,1.5137
0.07541,1.7319
0.07542,1.1488
0.07543,3.6791
0.07544,0.14541
0.07545,-5.2982
0.07546,-0.69565
0.07547,-0.33205
0.07548,-3.4381
0.07549,3.5449
0.0755,-3.3088
0.07551,-1.266
0.07552,1.3666
0.07553,1.0285
0.07554,-0.39665
0.07555,-4.5121
0.07556,0.88116
0.07557,-0.67471
0.07558,-0.81105
0.07559,-2.1576
0.0756,2.8706
0.07561,4.0496
0.07562,4.3894
0.07563,0.5713
0.07564,-0.40929
0.07565,0.82224
0.07566,0.98007
0.07567,-5.2293
